ID,NAME,ABBR,PROD_CATEGORY_ID,Short_list
0,None/Unknown,------,9,N
1,High Sulfur #2 Diesel,HS #2,3,N
2,High Sulfur #1 Diesel,HS #1,3,N
3,High Sulfur #2 Premium Diesel,HS PD,3,N
4,High Sulfur #2 PremWinter Diesel,HSPDWB,3,N
5,High Sulfur Kerosene,HSKERO,8,N
6,High Sulfur #2 Winter Diesel,HS#2WB,3,N
7,Low Sulfur #2 Clear Diesel,LS #2,3,N
8,Low Sulfur #1 Clear Diesel,LS #1,3,N
9,Low Sulfur #2 Clear Prem Diesel,LS PD,3,N
10,Low Sulfur #2 Clear PremWinter Diesel,LSPDWB,3,N
11,Low Sulfur Certified Kerosene .04 Sulfur,CertK1,8,N
12,Low Sulfur #2 Clear Winter Diesel,LS#2WB,3,N
13,CARB #2,CARB#2,3,N
14,CARB #1,CARB#1,3,N
15,CARB #2 Dyed,CA#2DY,3,N
16,CARB #1 Dyed,CA#1DY,3,N
17,Low Sulfur #2 Diesel Dyed,LS#2DY,3,N
18,Low Sulfur #1 Diesel Dyed,LS#1DY,3,N
19,Low Sulfur #2 Prem Diesel Dyed,LSPDDY,3,N
20,Low Sulfur #2 PremWinter Diesel Dyed,LPWBDY,3,N
21,Low Sulfur Kerosene Dyed,LSKEDY,8,N
22,Low Sulfur #2 Winter Diesel Dyed,LWBDY,3,N
23,Conv 84 Unleaded CBOB for Blending,84CBOB,6,Y
24,Conv 87 Unleaded Octane,Unl 87,6,Y
25,Conv 89 Midgrade Octane,Mid 89,6,Y
26,Conv 90 Midgrade Octane,Mid 90,6,N
27,Conv 90 Premium Octane,Pre 90,6,Y
28,Conv 91 Premium Octane,Pre 91,6,Y
29,Conv 92 Premium Octane,Pre 92,6,N
30,Conv 93 Premium Octane,Pre 93,6,N
31,Conv 94 Premium Octane,Pre 94,6,N
32,Ultra Low Sulfur #2 Clear Diesel,ULS #2,3,Y
33,Ultra Low Sulfur #1 Clear Diesel,ULS #1,3,Y
34,Ultra Low Sulfur #2 Diesel Dyed,ULS2DY,3,Y
35,Ultra Low Sulfur #1 Diesel Dyed,ULS1DY,3,Y
36,Ultra Low Sulfur Kerosene,ULS K1,8,Y
37,Conv 87 Unleaded with 10% Ethanol,U87E10,6,Y
38,Conv 89 Midgrade with 10% Ethanol,M89E10,6,Y
39,Conv 90 Midgrade with 10% Ethanol,M90E10,6,N
40,Conv 90 Premium with 10% Ethanol,P90E10,6,N
41,Conv 91 Premium with 10% Ethanol,P91E10,6,Y
42,Conv 92 Premium with 10% Ethanol,P92E10,6,Y
43,Conv 93 Premium with 10% Ethanol,P93E10,6,Y
44,Conv 94 Premium with 10% Ethanol,P94E10,6,N
45,Conv 87 Unleaded with 8% Ethanol,U87E8%,6,N
46,Conv 89 Midgrade with 8% Ethanol,M89E8%,6,N
47,Conv 92 Premium with 8% Ethanol,P92E8%,6,N
48,Conv 93 Premium with 8% Ethanol,P93E8%,6,N
49,Conv 87 Unleaded with 7.8% Ethanol,U87E78,6,N
50,Conv 89 Midgrade with 7.8% Ethanol,M89E78,6,N
51,Conv 90 Midgrade with 7.8% Ethanol,M90E78,6,N
52,Conv 90 Premium with 7.8% Ethanol,P90E78,6,N
53,Conv 91 Premium with 7.8% Ethanol,P91E78,6,N
54,Conv 92 Premium with 7.8% Ethanol,P92E78,6,N
55,Conv 93 Premium with 7.8% Ethanol,P93E78,6,N
56,Conv 94 Premium with 7.8% Ethanol,P94E78,6,N
57,Conv 87 Unleaded with MTBE,U87MTB,6,N
58,Conv 89 Midgrade with MTBE,M89MTB,6,N
59,Conv 91 Premium with MTBE,P91MTB,6,N
60,Conv 92 Premium with MTBE,P92MTB,6,N
61,Conv 93 Premium with MTBE,P93MTB,6,N
62,Conv 87 Unleaded Low RVP 7.0,U87L70,6,N
63,Conv 89 Midgrade Low RVP 7.0,M89L70,6,N
64,Conv 91 Premium Low RVP 7.0,P91L70,6,N
65,Conv 92 Premium Low RVP 7.0,P92L70,6,N
66,Conv 93 Premium Low RVP 7.0,P93L70,6,N
67,Conv 87 Unleaded Low RVP 7.2,U87L72,6,N
68,Conv 89 Midgrade Low RVP 7.2,M89L72,6,N
69,Conv 91 Premium Low RVP 7.2,P91L72,6,N
70,Conv 92 Premium Low RVP 7.2,P92L72,6,N
71,Conv 93 Premium Low RVP 7.2,P93L72,6,N
72,Conv 87 Unleaded Low RVP 8.5,U87L85,6,N
73,Conv 89 Midgrade Low RVP 8.5,M89L85,6,N
74,Conv 91 Premium Low RVP 8.5,P91L85,6,N
75,Conv 92 Premium Low RVP 8.5,P92L85,6,N
76,Conv 93 Premium Low RVP 8.5,P93L85,6,N
77,Conv 87 Unleaded Low RVP 7.8,U87L78,6,Y
78,Conv 89 Midgrade Low RVP 7.8,M89L78,6,N
79,Conv 91 Premium Low RVP 7.8,P91L78,6,Y
80,Conv 92 Premium Low RVP 7.8,P92L78,6,N
81,Conv 93 Premium Low RVP 7.8,P93L78,6,N
82,RFG 87 Unleaded with 10% Ethanol,87RE10,6,Y
83,RFG 89 Midgrade with 10% Ethanol,89RE10,6,Y
84,RFG 90 Midgrade with 10% Ethanol,M90R10,6,N
85,RFG 91 Premium with 10% Ethanol,91RE10,6,N
86,RFG 92 Premium with 10% Ethanol,92RE10,6,N
87,RFG 93 Premium with 10% Ethanol,93RE10,6,Y
88,RFG 94 Premium with 10% Ethanol,94RE10,6,N
89,RFG 87 Unleaded with 7.8% Ethanol,87RE78,6,N
90,RFG 89 Midgrade with 7.8% Ethanol,89RE78,6,N
91,RFG 90 Midgrade with 7.8% Ethanol,M90R78,6,N
92,RFG 91 Premium with 7.8% Ethanol,91RE78,6,N
93,RFG 92 Premium with 7.8% Ethanol,92RE78,6,N
94,RFG 93 Premium with 7.8% Ethanol,93RE78,6,N
95,RFG 94 Premium with 7.8% Ethanol,94RE78,6,N
96,RFG 87 Unleaded with 5.7% Ethanol,87RE57,6,N
97,RFG 89 Midgrade with 5.7% Ethanol,89RE57,6,N
98,RFG 92 Premium with 5.7% Ethanol,92RE57,6,N
99,RFG 93 Premium with 5.7% Ethanol,93RE57,6,N
100,RFG 94 Premium with 5.7% Ethanol,94RE57,6,N
101,RFG 87 Unleaded with MTBE,U87 RM,6,N
102,RFG 89 Midgrade with MTBE,M89 RM,6,N
103,RFG 90 Midgrade with MTBE,M90 RM,6,N
104,RFG 91 Premium with MTBE,P91 RM,6,N
105,RFG 92 Premium with MTBE,P92 RM,6,N
106,RFG 93 Premium with MTBE,P93 RM,6,N
107,RFG 94 Premium with MTBE,P94 RM,6,N
108,High Sulfur #2 Fuel Oil w/o Lubricity,HO#2FO,3,N
109,High Sulfur #1 Fuel Oil w/o Lubricity,HO#1FO,3,N
110,High Sulfur #2 Premium Fuel Oil w/o Lubr,HS2PFO,3,N
111,High Sulfur #2 Premium Winter FO w/o Lub,HO2PWF,3,N
112,High Sulfur #2 Winter Fuel Oil w/o Lubri,HO#2WF,3,N
113,Low Sulfur #2 Clear Fuel Oil w/o Lubrici,LS#2FO,3,N
114,Low Sulfur #1 Clear Fuel Oil w/o Lubrici,LS#1FO,3,N
115,Low Sulfur #2 Clear Premium Fuel Oil w/o,LSPDFO,3,N
116,Low Sulfur #2 Clear PremWinter FO w/o L,LSPWFO,3,N
117,Low Sulfur #2 Clear Winter FO w/o Lubric,LS#2WF,3,N
118,RFG 87 Unleaded with MTBE 7.4 RVP,URML74,6,N
119,RFG 89 Midgrade with MTBE 7.4 RVP,MRML74,6,N
120,RFG 90 Midgrade with MTBE 7.4 RVP,M9RM74,6,N
121,RFG 91 Premium with MTBE 7.4 RVP,91RM74,6,N
122,RFG 92 Premium with MTBE 7.4 RVP,92RM74,6,N
123,RFG 93 Premium with MTBE 7.4 RVP,93RM74,6,N
124,RFG 94 Premium with MTBE 7.4 RVP,94RM74,6,N
125,RFG 87 Unleaded with MTBE 8.3 RVP,URML83,6,N
126,RFG 89 Midgrade with MTBE 8.3 RVP,MRML83,6,N
127,RFG 90 Midgrade with MTBE 8.3 RVP,M9RM83,6,N
128,RFG 91 Premium with MTBE 8.3 RVP,91RM83,6,N
129,RFG 92 Premium with MTBE 8.3 RVP,92RM83,6,N
130,RFG 93 Premium with MTBE 8.3 RVP,93RM83,6,N
131,RFG 94 Premium with MTBE 8.3 RVP,94RM83,6,N
132,RFG 87 Unleaded with 10% Ethanol VOC2,UR10V2,6,Y
133,RFG 89 Midgrade with 10% Ethanol VOC2,MR10V2,6,Y
134,RFG 90 Midgrade with 10% Ethanol VOC2,M9R1V2,6,N
135,RFG 91 Premium with 10% Ethanol VOC2,91R1V2,6,N
136,RFG 92 Premium with 10% Ethanol VOC2,92R1V2,6,N
137,RFG 93 Premium with 10% Ethanol VOC2,93R1V2,6,Y
138,RFG 94 Premium with 10% Ethanol VOC2,94R1V2,6,N
139,Low Sulfur #2 Fuel Oil Dyed w/o Lubricit,LS2FOD,3,N
140,Low Sulfur #1 Fuel Oil Dyed w/o Lubricit,LS1FOD,3,N
141,Low Sulfur #2 Premium Diesel FO Dy w/o L,L2PFOD,3,N
142,Low Sulfur #2 PremWinter FO Dyed w/o Lu,L2PWFD,3,N
143,Low Sulfur #2 Winter Fuel Oil Dyed w/o L,L2WFOD,3,N
144,Conv 82 Unleaded CBOB for Blending,82CBOB,6,N
145,Conv 85 Unleaded CBOB  for Blending,85CBOB,6,N
146,Conv 87 Unleaded CBOB for Blending,87CBOB,6,N
147,Conv 89 Midgrade CBOB for Blending,89CBOB,6,N
148,Conv 91 Premium CBOB for Blending,91CBOB,6,N
149,Conv 92 Premium CBOB for Blending,92CBOB,6,N
150,Conv 93 Premium CBOB  for Blending,93CBOB,6,N
151,OPRG 87 Unleaded with 5.7% Ethanol,87OR57,6,N
152,OPRG 89 Midgrade with 5.7% Ethanol,89OR57,6,N
153,OPRG 92 Premium with 5.7% Ethanol,92OR57,6,N
154,OPRG 93 Premium with 5.7% Ethanol,93OR57,6,N
155,OPRG 94 Premium with 5.7% Ethanol,94OR57,6,N
156,OPRG 87 Unleaded with MTBE,U87ORM,6,N
157,OPRG 89 Midgrade with MTBE,M89ORM,6,N
158,OPRG 90 Midgrade with MTBE,M90ORM,6,N
159,OPRG 91 Premium with MTBE,P91ORM,6,N
160,OPRG 92 Premium with MTBE,P92ORM,6,N
161,OPRG 93 Premium with MTBE,P93ORM,6,N
162,OPRG 94 Premium with MTBE,P94ORM,6,N
163,CBG 87 RFG with 0% Oxy,U87CB0,6,N
164,CBG 89 RFG with 0% Oxy,M89CB0,6,N
165,CBG 92 RFG with 0% Oxy,P92CB0,6,N
166,CBG 93 RFG with 0% Oxy,P93CB0,6,N
167,"CARB or CBG 87 RFG with MTBE, 2%",U87CB2,6,N
168,"CARB or CBG 89 RFG with MTBE, 2%",M89CB2,6,N
169,"CARB or CBG 92 RFG with MTBE, 2%",P92CB2,6,N
170,"CARB or CBG 93 RFG with MTBE, 2%",P93CB2,6,N
171,Jet Fuel with Additive,JetADD,7,N
172,Jet Fuel,Jet,7,N
173,Aviation Gas,Avgas,1,N
174,Propane,Propne,10,N
175,Ethanol,Ethanl,4,Y
176,Ethanol Minnesota Destination,Eth MN,4,N
177,Ethanol Illinois Destination,Eth IL,4,N
178,MTBE for Blending,MTBE,9,N
179,RBOB,RBOB,4,N
180,Conv 87 Unleaded with 5.7% Ethanol,U87E57,6,N
181,Conv 89 Midgrade with 5.7% Ethanol,M89E57,6,N
182,Conv 92 Premium with 5.7% Ethanol,P92E57,6,N
183,OPRG 87 Unleaded with 10% Ethanol,87OR10,6,N
184,OPRG 89 Midgrade with 10% Ethanol,89OR10,6,N
185,OPRG 90 Midgrade with 10% Ethanol,M90OR1,6,N
186,OPRG 91 Premium with 10% Ethanol,91OR10,6,N
187,OPRG 92 Premium with 10% Ethanol,92OR10,6,N
188,OPRG 93 Premium with 10% Ethanol,93OR10,6,N
189,OPRG 94 Premium with 10% Ethanol,94OR10,6,N
190,Ultra Low Sulfur #2 Prem Diesel,ULS PR,3,Y
191,Ultra Low Sulfur #2 Prem Diesel Dyed,ULS PD,3,Y
192,Ultra Low Sulfur Kerosene Dyed,ULS KD,8,Y
200,Conv 85 Unleaded Octane,Unl 85,6,N
201,Conv 87 Midgrade Octane,Mid 87,6,N
202,Conv 86 Unleaded Octane,Unl 86,6,N
203,Conv 88 Midgrade Octane,Mid 88,6,N
204,Conv 85 Unleaded with MTBE,U85MTB,6,N
205,Conv 87 Midgrade with MTBE,M87MTB,6,N
206,Conv 86 Unleaded with MTBE,U86MTB,6,N
207,Conv 88 Midgrade with MTBE,M88MTB,6,N
208,Conv 85 Unleaded with 10% Ethanol,U85E10,6,N
209,Conv 87 Midgrade with 10% Ethanol,M87E10,6,N
210,Conv 86 Unleaded with 10% Ethanol,U86E10,6,N
211,Conv 88 Midgrade with 10% Ethanol,M88E10,6,N
212,Conv 85 Unleaded with 8% Ethanol,U85E8%,6,N
213,Conv 87 Midgrade with 8% Ethanol,M87E8%,6,N
214,Conv 86 Unleaded with 8% Ethanol,U86E8%,6,N
215,Conv 88 Midgrade with 8% Ethanol,M88E8%,6,N
216,Conv 85 Unleaded with 7.8% Ethanol,U85E78,6,N
217,Conv 87 Midgrade with 7.8% Ethanol,M87E78,6,N
218,Conv 86 Unleaded with 7.8% Ethanol,U86E78,6,N
219,Conv 88 Midgrade with 7.8% Ethanol,M88E78,6,N
220,Conv 85 Unleaded with 5.7% Ethanol,U85E57,6,N
221,Conv 87 Midgrade with 5.7% Ethanol,M87E57,6,N
222,Conv 86 Unleaded with 5.7% Ethanol,U86E57,6,N
223,Conv 88 Midgrade with 5.7% Ethanol,M88E57,6,N
224,Conv 85 Unleaded Low RVP 7.0,U85L70,6,N
225,Conv 87 Midgrade Low RVP 7.0,M87L70,6,N
226,Conv 86 Unleaded Low RVP 7.0,U86L70,6,N
227,Conv 88 Midgrade Low RVP 7.0,M88L70,6,N
228,Conv 85 Unleaded Low RVP 7.2,U85L72,6,N
229,Conv 87 Midgrade Low RVP 7.2,M87L72,6,N
230,Conv 86 Unleaded Low RVP 7.2,U86L72,6,N
231,Conv 88 Midgrade Low RVP 7.2,M88L72,6,N
232,Conv 85 Unleaded Low RVP 7.8,U85L78,6,N
233,Conv 87 Midgrade Low RVP 7.8,M87L78,6,N
234,Conv 86 Unleaded Low RVP 7.8,U86L78,6,N
235,Conv 88 Midgrade Low RVP 7.8,M88L78,6,N
236,Conv 85 Unleaded Low RVP 8.5,U85L85,6,N
237,Conv 87 Midgrade Low RVP 8.5,M87L85,6,N
238,Conv 86 Unleaded Low RVP 8.5,U86L85,6,N
239,Conv 88 Midgrade Low RVP 8.5,M88L85,6,N
240,CARB or CBG 87 RFG with 10% Ethanol,U87C10,6,Y
241,CARB or CBG 89 RFG with 10% Ethanol,M89C10,6,Y
242,CARB or CBG 92 RFG with 10% Ethanol,P92C10,6,N
243,CARB or CBG 93 RFG with 10% Ethanol,P93C10,6,N
244,CARB or CBG 87 RFG with 5.7% Ethanol,U87C57,6,N
245,CARB or CBG 89 RFG with 5.7% Ethanol,U89C57,6,N
246,CARB or CBG 92 RFG with 5.7% Ethanol,U92C57,6,N
247,CARB or CBG 93 RFG with 5.7% Ethanol,U93C57,6,N
248,CARB or CBG 87 RFG with 7.7% Ethanol,U87C77,6,N
249,CARB or CBG 89 RFG with 7.7% Ethanol,U89C77,6,N
250,CARB or CBG 92 RFG with 7.7% Ethanol,U92C77,6,N
251,CARB or CBG 93 RFG with 7.7% Ethanol,U93C77,6,N
252,RFG 87 Unleaded with 10% Ethanol VOC1,UR10V1,6,N
253,RFG 89 Midgrade with 10% Ethanol VOC1,MR10V1,6,N
254,RFG 93 Premium with 10% Ethanol VOC1,93R1V1,6,N
255,Conv 90 Premium Low RVP 7.8,P90L78,6,N
256,Conv 87 Unleaded LS Clean Fuel,U87 LS,6,N
257,Conv 89 Midgrade LS Clean Fuel,M89 LS,6,N
258,Conv 92 Premium LS Clean Fuel,P92 LS,6,N
259,Conv 93 Premium LS Clean Fuel,P93 LS,6,N
260,Conv 87 Unl LS Low RVP 7.0 Clean Fuel,U87LS7,6,N
261,Conv 89 Mid LS Low RVP 7.0 Clean Fuel,M89LS7,6,N
262,Conv 92 Pre LS Low RVP 7.0 Clean Fuel,P92LS7,6,N
263,Conv 93 Pre LS Low RVP 7.0 Clean Fuel,P93LS7,6,N
264,Conv 87 Unl LS Low RVP 7.8 Clean Fuel,87LS78,6,N
265,Conv 89 Mid LS Low RVP 7.8 Clean Fuel,89LS78,6,N
266,Conv 92 Pre LS Low RVP 7.8 Clean Fuel,92LS78,6,N
267,Conv 93 Pre LS Low RVP 7.8 Clean Fuel,93LS78,6,N
268,RFG 87 Unl with 10% Eth LS Clean Fuel,RU10LS,6,N
269,RFG 89 Mid with 10% Eth LS Clean Fuel,MR10LS,6,N
270,RFG 92 Pre with 10% Eth LS Clean Fuel,2R10LS,6,N
271,RFG 93 Pre with 10% Eth LS Clean Fuel,3R10LS,6,N
272,RFG 87 Unl with 10% Eth 8.3lb LRVP LS,RUEL83,6,N
273,RFG 89 Mid with 10% Eth 8.3lb LRVP LS,MREL83,6,N
274,RFG 92 Pre with 10% Eth 8.3lb LRVP LS,2REL83,6,N
275,RFG 93 Pre with 10% Eth 8.3lb LRVP LS,3REL83,6,N
276,CBG 91 RFG with 0% Oxy,P91CB0,6,N
277,"CARB or CBG 91 RFG with MTBE, 2%",P91CB2,6,N
278,CARB or CBG 91 RFG with 5.7% Ethanol,U91C57,6,N
279,Conv 87 Unlead with 10% Eth Low RVP 7.2,U10L72,6,N
280,Conv 89 Mid with 10% Eth Low RVP 7.2,M10L72,6,N
281,Conv 92 Premium with 10% Eth Low RVP 7.2,210L72,6,N
282,Conv 93 Premium with 10% Eth Low RVP 7.2,310L72,6,N
283,CARB or CBG 91 RFG with 10% Ethanol,U91C10,6,Y
284,Conv 91 Premium with 5.7% Ethanol,P91E57,6,N
285,Conv 91 Premium with 8% Ethanol,P91E8%,6,N
286,Flexible Fuel Ethanol 85%,Flx85%,5,Y
287,Flexible Fuel Ethanol 75%,Flx75%,5,N
288,CARB or CBG 91 RFG with 7.7% Ethanol,U91C77,6,N
289,RFG 90 Midgrade with 5.7% Ethanol,90RE57,6,N
290,Flexible Fuel Ethanol 70%,Flx70%,5,N
291,Crude,Crude,9,N
292,RFG 87 Unleaded with 5.7%Ethanol 7.4 RVP,UR5774,6,N
293,RFG 89 Midgrade with 5.7%Ethanol 7.4 RVP,MR5774,6,N
294,RFG 93 Premium with 5.7%Ethanol 7.4 RVP,93R577,6,N
295,RFG 87 Unleaded with 5.7%Ethanol 8.3 RVP,UR5783,6,N
296,RFG 89 Midgrade with 5.7%Ethanol 8.3 RVP,MR5783,6,N
297,RFG 92 Premium with 5.7%Ethanol 8.3 RVP,92R578,6,N
298,RFG 93 Premium with 5.7%Ethanol 8.3 RVP,93R578,6,N
299,Stove Oil - Canadian,Stove,3,N
300,Furnace Oil - Canadian,Frnace,3,N
301,High Sulfur #2 BIO Heating Oil 2%,HO2 B2,2,N
302,Low Sulfur #2 BIO Clear Diesel 2%,LS2 B2,2,N
303,Low Sulfur #2 BIO Diesel Dyed 2%,LS2DB2,2,N
304,Low Sulfur #2 BIO Prem Diesel Clear 2%,LS2PB2,2,N
305,Flexible Fuel Ethanol 80%,Flx80%,5,N
306,Conv 87 Unlead with 10% Eth Low RVP 7.8,U10L78,6,N
307,Conv 89 Mid with 10% Eth Low RVP 7.8,M10L78,6,N
308,Conv 91 Premium with 10% Eth Low RVP 7.8,P10L78,6,N
309,Conv 92 Premium with 10% Eth Low RVP 7.8,210L78,6,N
310,Conv 93 Premium with 10% Eth Low RVP 7.8,310L78,6,N
311,Low Sulfur Clear Kerosene .05 Sulfur,LSKERO,8,N
312,# 6 Oil .3% Sulfur,.3% #6,11,N
313,# 6 Oil .5% Sulfur,.5% #6,11,N
314,# 6 Oil 1% Sulfur,1%  #6,11,N
315,# 6 Oil 1.5% Sulfur,1.5%#6,11,N
316,# 6 Oil 2% Sulfur,2%  #6,11,N
317,# 6 Oil 2.1% Sulfur,2.1%#6,11,N
318,# 4 Oil .3% Sulfur,.3% #4,11,N
319,# 4 Oil .5% Sulfur,.5% #4,11,N
320,# 4 Oil 1% Sulfur,1%  #4,11,N
321,# 4 Oil 1.5% Sulfur,1.5%#4,11,N
322,# 5 Oil Regular,#5 Oil,11,N
323,Normal Butane,NButan,9,N
324,Iso-Butane,IButan,9,N
325,Natural Gasoline,NatGas,9,N
326,Ethane,Ethane,9,N
327,Ethane/Propane Mix,E/PMix,9,N
328,PBOB,PBOB,9,N
329,RFG 92 Premium with 10% Ethanol VOC1,92R1V1,6,N
330,Conv 85 Unlead with 10% Eth Low RVP 7.8,851078,6,N
331,Conv 87 Mid with 10% Eth Low RVP 7.8,871078,6,N
332,Conv 85 Unlead with 10% Eth Low RVP 8.8,8510L8,6,N
333,Conv 87 Mid with 10% Eth Low RVP 8.8,8710L8,6,N
334,Conv 91 Premium with 10% Eth Low RVP 8.8,9110L8,6,N
335,Low Sulfur #2 BIO Diesel Clear 5%,LS2 B5,2,N
336,Low Sulfur #2 BIO Diesel Dyed 5%,LS2DB5,2,N
337,Low Sulfur #2 BIO Prem Diesel Clear 5%,LS2PB5,2,N
338,SOY BioDiesel 100,SOY100,2,N
339,Low Sulfur #2 BIO Prem Diesel Dyed 2%,L2PDB2,2,N
340,Low Sulfur #2 BIO Prem Diesel Dyed 5%,L2PDB5,2,N
341,High Sulfur #2 BIO Heating Oil 5%,HO2 B5,2,N
342,High Sulfur #2 BIO Heating Oil 11%,HO2B11,2,N
343,Low Sulfur #2 BIO Diesel Clear 11%,LS2B11,2,N
344,Low Sulfur #2 BIO Diesel Clear 20%,LS2B20,2,N
345,CARB or CBG 89 with 6.7% Ethanol,M89C67,6,N
346,Low Sulfur #2 BIO Diesel Dyed 11%,L2DB11,2,N
347,Low Sulfur #2 BIO Diesel Clear 10%,LS2B10,2,N
348,Low Sulfur #2 BIO Diesel Dyed 10%,L2DB10,2,N
349,Low Sulfur #2 BIO Diesel Dyed 20%,L2DB20,2,N
350,High Sulfur #2 BIO Heating Oil 20%,HO2B20,2,N
351,Low Sulfur #1 BIO Diesel Clear 2%,LS1 B2,2,N
352,Low Sulfur #1 BIO Diesel Dyed 2%,LS1DB2,2,N
353,Low Sulfur #1 BIO Diesel Clear 5%,LS1 B5,2,N
354,Low Sulfur #1 BIO Diesel Dyed 5%,LS1DB5,2,N
355,Low Sulfur #1 BIO Diesel Clear 20%,LS1B20,2,N
356,Low Sulfur #1 BIO Diesel Dyed 20%,L1DB20,2,N
357,Low Sulfur #2 Clear LED Diesel,LS2LED,3,N
358,Low Sulfur #2 Clear LED Prem Diesel,LSPLED,3,N
359,Low Sulfur #2 LED Diesel Dyed,L2LEDY,3,N
360,Low Sulfur #2 LED Prem Diesel Dyed,LPLEDY,3,N
361,Low Sulfur #1 BIO Diesel Clear 10%,LS1B10,2,N
362,Low Sulfur #1 BIO Diesel Dyed 10%,L1DB10,2,N
363,High Sulfur #2 BIO Heating Oil 10%,HO2B10,2,N
364,Low Sulfur #2 BIO Winter Diesel Clear 2%,LS2WB2,2,N
365,Low Sulfur #2 BIO Winter Diesel Dyed 2%,L2WDB2,2,N
366,Low Sulfur #2 BIO PremWinter Dsl Clear2%,L2PWB2,2,N
367,Low Sulfur #2 BIO PremWinter Dsl Dyed 2%,2PWDB2,2,N
368,High Sulfur #2 BIO Prem Heating Oil 2%,HO2PB2,2,N
369,High Sulfur #2 BIO Winter Heating Oil 2%,H2W B2,2,N
370,High Sulfur #2 BIO PremWinter Heating 2%,H2PWB2,2,N
371,High Sulfur #2 BIO Prem Heating Oil 5%,HO2PB5,2,N
372,High Sulfur #2 BIO Winter Heating Oil 5%,H2W B5,2,N
373,High Sulfur #2 BIO PremWinter Heating 5%,H2PWB5,2,N
374,Low Sulfur #2 BIO Winter Diesel Clear 5%,LS2WB5,2,N
375,Low Sulfur #2 BIO Winter Diesel Dyed 5%,L2WDB5,2,N
376,Low Sulfur #2 BIO PremWinter Diesel 5%,L2PWB5,2,N
377,Low Sulfur #2 BIO PremWinter Dsl Dyed 5%,2PWDB5,2,N
378,High Sulfur #2 BIO Winter Heating 10%,H2WB10,2,N
379,Low Sulfur #2 BIO Winter Diesel Clear10%,LW B10,2,N
380,Low Sulfur #2 BIO Winter Diesel Dyed 10%,LWDB10,2,N
381,Low Sulfur #2 BIO Winter Diesel Clear20%,LW B20,2,N
382,Low Sulfur #2 BIO Winter Diesel Dyed 20%,LWDB20,2,N
383,Low Sulfur #2 BIO Prem Diesel Clear 20%,L2PB20,2,N
384,Low Sulfur #2 BIO Prem Diesel Dyed 20%,LPDB20,2,N
385,High Sulfur #2 LED Diesel,HS2LED,3,N
386,Ethanol for E85,EthE85,5,N
387,Low Sulfur #2 BIO Prem Diesel Clear 10%,L2PB10,2,N
388,Low Sulfur #2 BIO Prem Diesel Dyed 10%,LPDB10,2,N
389,Conv 91 Premium LS Clean Fuel,P91 LS,6,N
390,Conv 87 Unl with 10% Eth LS Clean Fuel,8710LS,6,N
391,Conv 89 Mid with 10% Eth LS Clean Fuel,8910LS,6,N
392,Conv 90 Pre with 10% Eth LS Clean Fuel,90LS10,6,N
393,Conv 91 Pre with 10% Eth LS Clean Fuel,91LS10,6,N
394,Conv 92 Pre with 10% Eth LS Clean Fuel,92LS10,6,N
395,Conv 93 Pre with 10% Eth LS Clean Fuel,93LS10,6,N
396,Butane,Butane,9,N
397,RFG 84 Unleaded with 10% Ethanol VOC1,84REV1,6,N
398,RFG 86 Midgrade with 10% Ethanol VOC1,86REV1,6,N
399,RFG 91 Premium with 10% Ethanol VOC1,91R1V1,6,N
400,Low Sulfur #1 Prem Diesel Clear,LS1Pre,3,N
401,Low Sulfur #1 Prem Diesel Dyed,LS1PDY,3,N
402,Ultra Low Sulfur CARB #2,CA2ULS,3,Y
403,Ultra Low Sulfur CARB #2 Dyed,CA2ULD,3,Y
404,Ultra Low Sulfur #2 Winter Diesel Clear,ULS2W,3,Y
405,Ultra Low Sulfur #2 Winter Diesel Dyed,ULSWD,3,Y
406,Ultra Low Sulfur #2 PremWinter Clear,ULSPW,3,Y
407,Ultra Low Sulfur #2 PremWinter Dyed,ULPWD,3,N
408,Ultra Low Sulfur #1 Prem Diesel Clear,ULS1 P,3,N
409,Ultra Low Sulfur #1 Prem Diesel Dyed,ULS1PD,3,N
410,Ultra Low Sulfur #1 Winter Diesel Clear,ULS1W,3,N
411,Ultra Low Sulfur #1 Winter Diesel Dyed,UL1WD,3,N
412,Ultra Low Sulfur #1 PremWinter Clear,UL1PW,3,N
413,Ultra Low Sulfur #1 PremWinter Dyed,U1PWD,3,N
414,Ultra Low Sulfur #2 BIO 2% Clear,ULS2B2,2,N
415,Ultra Low Sulfur #2 BIO 2% Dyed,UL2DB2,2,N
416,Ultra Low Sulfur #2 BIO 2% Prem Clear,UL2PB2,2,N
417,Ultra Low Sulfur #2 BIO 2% Prem Dyed,ULPDB2,2,N
418,Ultra Low Sulfur #2 BIO 2% Winter Clear,UL2WB2,2,N
419,Ultra Low Sulfur #2 BIO 2% Winter Dyed,ULWDB2,2,N
420,Ultra Low Sulfur #2 BIO 2% PreWntr Clear,ULPWB2,2,N
421,Ultra Low Sulfur #2 BIO 2% PreWntr Dyed,UPWDB2,2,N
422,Ultra Low Sulfur #1 BIO 2% Clear,ULS1B2,2,N
423,Ultra Low Sulfur #1 BIO 2% Dyed,UL1DB2,2,N
424,Ultra Low Sulfur #1 BIO 2% Prem Clear,UL1PB2,2,N
425,Ultra Low Sulfur #1 BIO 2% Prem Dyed,U1PDB2,2,N
